Cmdline: /system/bin/simpleperf record --app com.professionballarena.game --add-meta-info app_type=debuggable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -e cpu-clock -f 1000 -g --duration 32
Arch: arm64
Event: cpu-clock (type 1, config 0)
Samples: 5620
Event count: 5620000000

Children  Self    Command                       Pid    Tid    Shared Object                                                                                                                                                        Symbol
23.54%    0.00%   RenderThread                  29627  29652  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __pthread_start(void*) (.__uniq.67847048707805468364044055584648682506)
23.54%    0.00%   RenderThread                  29627  29652  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __start_thread
23.54%    0.00%   RenderThread                  29627  29652  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::renderthread::RenderThread::threadLoop()
23.54%    0.00%   RenderThread                  29627  29652  /system/lib64/libutils.so                                                                                                                                            android::Thread::_threadLoop(void*)
23.54%    0.00%   RenderThread                  29627  29652  /system/lib64/libutils.so                                                                                                                                            libutil_thread_trampoline(void*) (.__uniq.226528677032898775202282855395389835431)
23.33%    0.02%   RenderThread                  29627  29652  /system/lib64/libhwui.so                                                                                                                                             std::__1::__function::__func<android::uirenderer::renderthread::DrawFrameTask::postAndWait()::$_0, std::__1::allocator<android::uirenderer::renderthread::DrawFrameTask::postAndWait()::$_0>, void ()>::operator()() (.__uniq.264041412789356548918088680803242235290.c303f2d2360db58ed70a2d0ac7ed911b)
22.58%    0.02%   RenderThread                  29627  29652  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::renderthread::CanvasContext::draw(bool)
19.34%    0.05%   Chrome_InProcGp               29627  29705  /vendor/lib64/libOpenglSystemCommon.so                                                                                                                               QemuPipeStream::commitBufferAndReadFully(unsigned long, void*, unsigned long)
18.01%    0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+684cee4]
17.97%    0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+685a4bc]
17.95%    0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a1538c]
17.95%    0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5ab468c]
17.94%    0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a16f38]
16.69%    0.04%   Chrome_InProcGp               29627  29705  /vendor/lib64/egl/libEGL_emulation.so                                                                                                                                qemu_pipe_read
16.62%    16.62%  Chrome_InProcGp               29627  29705  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       read
15.60%    0.23%   com.professionballarena.game  29627  29627  /apex/com.android.art/lib64/libart.so                                                                                                                                void art::interpreter::ExecuteSwitchImplCpp<false>(art::interpreter::SwitchImplContext*)
15.60%    0.12%   com.professionballarena.game  29627  29627  /apex/com.android.art/lib64/libart.so                                                                                                                                artQuickToInterpreterBridge
15.60%    0.12%   com.professionballarena.game  29627  29627  /apex/com.android.art/lib64/libart.so                                                                                                                                bool art::interpreter::DoCall<false>(art::ArtMethod*, art::Thread*, art::ShadowFrame&, art::Instruction const*, unsigned short, bool, art::JValue*)
15.60%    0.09%   com.professionballarena.game  29627  29627  /apex/com.android.art/lib64/libart.so                                                                                                                                art_quick_generic_jni_trampoline
15.60%    0.09%   com.professionballarena.game  29627  29627  /apex/com.android.art/lib64/libart.so                                                                                                                                art_quick_to_interpreter_bridge
15.60%    0.07%   com.professionballarena.game  29627  29627  /apex/com.android.art/lib64/libart.so                                                                                                                                art_quick_invoke_stub
15.60%    0.04%   com.professionballarena.game  29627  29627  /apex/com.android.art/lib64/libart.so                                                                                                                                art::interpreter::ArtInterpreterToInterpreterBridge(art::Thread*, art::CodeItemDataAccessor const&, art::ShadowFrame*, art::JValue*)
15.60%    0.04%   com.professionballarena.game  29627  29627  /apex/com.android.art/lib64/libart.so                                                                                                                                art::interpreter::Execute(art::Thread*, art::CodeItemDataAccessor const&, art::ShadowFrame&, art::JValue, bool, bool) (.__uniq.112435418011751916792819755956732575238.llvm.15926011731833139376)
15.60%    0.02%   com.professionballarena.game  29627  29627  /apex/com.android.art/lib64/libart.so                                                                                                                                art_quick_invoke_static_stub
15.60%    0.00%   com.professionballarena.game  29627  29627  /apex/com.android.art/lib64/libart.so                                                                                                                                ExecuteSwitchImplAsm
15.60%    0.00%   com.professionballarena.game  29627  29627  /apex/com.android.art/lib64/libart.so                                                                                                                                _jobject* art::InvokeMethod<(art::PointerSize)8>(art::ScopedObjectAccessAlreadyRunnable const&, _jobject*, _jobject*, _jobject*, unsigned long)
15.60%    0.00%   com.professionballarena.game  29627  29627  /apex/com.android.art/lib64/libart.so                                                                                                                                art::Method_invoke(_JNIEnv*, _jobject*, _jobject*, _jobjectArray*) (.__uniq.165753521025965369065708152063621506277)
15.60%    0.00%   com.professionballarena.game  29627  29627  /system/framework/framework.jar                                                                                                                                      android.app.ActivityThread.main
15.60%    0.00%   com.professionballarena.game  29627  29627  /system/framework/framework.jar                                                                                                                                      android.os.Looper.loop
15.55%    0.00%   com.professionballarena.game  29627  29627  [JIT app cache]                                                                                                                                                      android.os.Looper.loopOnce
15.44%    0.00%   com.professionballarena.game  29627  29627  /apex/com.android.art/lib64/libart.so                                                                                                                                art::JNI<true>::CallStaticVoidMethodV(_JNIEnv*, _jclass*, _jmethodID*, std::__va_list)
15.44%    0.00%   com.professionballarena.game  29627  29627  /apex/com.android.art/lib64/libart.so                                                                                                                                art::JValue art::InvokeWithVarArgs<_jmethodID*>(art::ScopedObjectAccessAlreadyRunnable const&, _jobject*, _jmethodID*, std::__va_list)
15.44%    0.00%   com.professionballarena.game  29627  29627  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __libc_init
15.44%    0.00%   com.professionballarena.game  29627  29627  /system/bin/app_process64                                                                                                                                            main
15.44%    0.00%   com.professionballarena.game  29627  29627  /system/framework/arm64/boot-framework.oat                                                                                                                           com.android.internal.os.ZygoteInit.main
15.44%    0.00%   com.professionballarena.game  29627  29627  /system/framework/framework.jar                                                                                                                                      com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run
15.44%    0.00%   com.professionballarena.game  29627  29627  /system/lib64/libandroid_runtime.so                                                                                                                                  _JNIEnv::CallStaticVoidMethod(_jclass*, _jmethodID*, ...)
15.44%    0.00%   com.professionballarena.game  29627  29627  /system/lib64/libandroid_runtime.so                                                                                                                                  android::AndroidRuntime::start(char const*, android::Vector<android::String8> const&, bool)
13.26%    0.00%   RenderThread                  29627  29652  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::skiapipeline::SkiaOpenGLPipeline::draw(android::uirenderer::renderthread::Frame const&, SkRect const&, SkRect const&, android::uirenderer::LightGeometry const&, android::uirenderer::LayerUpdateQueue*, android::uirenderer::Rect const&, bool, android::uirenderer::LightInfo const&, std::__1::vector<android::sp<android::uirenderer::RenderNode>, std::__1::allocator<android::sp<android::uirenderer::RenderNode>>> const&, android::uirenderer::FrameInfoVisualizer*, android::uirenderer::renderthread::HardwareBufferRenderParams const&, std::__1::mutex&)
12.28%    0.07%   RenderThread                  29627  29652  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::skiapipeline::SkiaPipeline::renderFrame(android::uirenderer::LayerUpdateQueue const&, SkRect const&, std::__1::vector<android::sp<android::uirenderer::RenderNode>, std::__1::allocator<android::sp<android::uirenderer::RenderNode>>> const&, bool, android::uirenderer::Rect const&, sk_sp<SkSurface>, SkMatrix const&)
12.08%    0.11%   RenderThread                  29627  29652  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::skiapipeline::RenderNodeDrawable::onDraw(SkCanvas*)
12.05%    0.09%   RenderThread                  29627  29652  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::skiapipeline::RenderNodeDrawable::drawContent(SkCanvas*) const
12.01%    0.04%   RenderThread                  29627  29652  /system/lib64/libhwui.so                                                                                                                                             SkDrawable::draw(SkCanvas*, SkMatrix const*)
11.57%    0.02%   RenderThread                  29627  29652  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::$_38::__invoke(void const*, SkCanvas*, SkMatrix const&) (.__uniq.150848978645254602633048518174355561839.llvm.5283597335554652210)
11.55%    0.04%   RenderThread                  29627  29652  /system/lib64/libhwui.so                                                                                                                                             skgpu::ganesh::Device::drawDrawable(SkCanvas*, SkDrawable*, SkMatrix const*)
11.51%    0.00%   RenderThread                  29627  29652  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::skiapipeline::GLFunctorDrawable::onDraw(SkCanvas*)
10.87%    0.02%   RenderThread                  29627  29652  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::WebViewFunctor::drawGl(android::uirenderer::DrawGlInfo const&)
10.80%    0.02%   RenderThread                  29627  29652  /system/lib64/libwebviewchromium_plat_support.so                                                                                                                     android::(anonymous namespace)::draw_gl(int, void*, android::uirenderer::DrawGlInfo const&, android::uirenderer::WebViewOverlayData const&)
10.78%    0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+6849514]
10.68%    0.00%   RenderThread                  29627  29652  /vendor/lib64/libOpenglSystemCommon.so                                                                                                                               QemuPipeStream::commitBufferAndReadFully(unsigned long, void*, unsigned long)
10.66%    0.00%   RenderThread                  29627  29652  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2922de0]
10.37%    0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+684cff8]
10.37%    0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+686d9d8]
10.36%    0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+686d848]
10.36%    0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+6871240]
10.21%    0.00%   RenderThread                  29627  29652  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+293a5f0]
9.89%     0.02%   com.professionballarena.game  29627  29627  [JIT app cache]                                                                                                                                                      android.os.Looper.dispatchMessage
9.88%     0.02%   com.professionballarena.game  29627  29627  [JIT app cache]                                                                                                                                                      android.os.Handler.handleCallback
9.88%     0.00%   com.professionballarena.game  29627  29627  [JIT app cache]                                                                                                                                                      android.os.Handler.dispatchMessage
9.86%     0.02%   com.professionballarena.game  29627  29627  [JIT app cache]                                                                                                                                                      android.view.Choreographer$FrameDisplayEventReceiver.run
9.84%     0.04%   com.professionballarena.game  29627  29627  [JIT app cache]                                                                                                                                                      android.view.Choreographer.doFrame
9.84%     0.00%   RenderThread                  29627  29652  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+292fea0]
9.84%     0.00%   RenderThread                  29627  29652  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2942540]
9.63%     0.00%   RenderThread                  29627  29652  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2941bb4]
9.57%     0.00%   RenderThread                  29627  29652  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28c4130]
9.52%     9.52%   RenderThread                  29627  29652  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       read
9.52%     0.00%   RenderThread                  29627  29652  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+6091a3c]
9.50%     0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5cd170c]
9.50%     0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+685f2dc]
9.48%     0.00%   RenderThread                  29627  29652  /vendor/lib64/egl/libEGL_emulation.so                                                                                                                                qemu_pipe_read
9.38%     0.00%   RenderThread                  29627  29652  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+69504c4]
9.31%     0.02%   RenderThread                  29627  29652  /vendor/lib64/egl/libEGL_emulation.so                                                                                                                                createNativeSync(unsigned int, int const*, int, bool, int, int*)
9.31%     0.00%   com.professionballarena.game  29627  29627  [JIT app cache]                                                                                                                                                      android.view.Choreographer.doCallbacks
9.23%     0.04%   com.professionballarena.game  29627  29627  [JIT app cache]                                                                                                                                                      android.view.Choreographer$CallbackRecord.run
9.15%     0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5cd17ec]
9.13%     0.02%   Chrome_InProcGp               29627  29705  /vendor/lib64/egl/libEGL_emulation.so                                                                                                                                eglCreateSyncKHR
9.11%     0.02%   Chrome_InProcGp               29627  29705  /vendor/lib64/lib_renderControl_enc.so                                                                                                                               (anonymous namespace)::rcCreateSyncKHR_enc(void*, unsigned int, int*, unsigned int, int, unsigned long*, unsigned long*)
9.11%     0.00%   Chrome_InProcGp               29627  29705  /vendor/lib64/egl/libEGL_emulation.so                                                                                                                                createNativeSync(unsigned int, int const*, int, bool, int, int*)
8.93%     0.02%   RenderThread                  29627  29652  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::skiapipeline::SkiaOpenGLPipeline::swapBuffers(android::uirenderer::renderthread::Frame const&, android::uirenderer::renderthread::IRenderPipeline::DrawResult&, SkRect const&, android::uirenderer::FrameInfo*, bool*)
8.91%     0.00%   RenderThread                  29627  29652  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::renderthread::EglManager::swapBuffers(android::uirenderer::renderthread::Frame const&, SkRect const&)
8.90%     0.02%   RenderThread                  29627  29652  /system/lib64/libEGL.so                                                                                                                                              eglSwapBuffersWithDamageKHR
8.88%     0.04%   RenderThread                  29627  29652  /system/lib64/libEGL.so                                                                                                                                              android::eglSwapBuffersWithDamageKHRImpl(void*, void*, int const*, int)
8.86%     0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a1affc]
8.86%     0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a30e1c]
8.84%     0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a9fc1c]
8.83%     0.02%   RenderThread                  29627  29652  /vendor/lib64/egl/libEGL_emulation.so                                                                                                                                eglSwapBuffers
8.45%     0.00%   RenderThread                  29627  29652  /vendor/lib64/egl/libEGL_emulation.so                                                                                                                                egl_window_surface_t::swapBuffers()
8.27%     0.00%   RenderThread                  29627  29652  /vendor/lib64/lib_renderControl_enc.so                                                                                                                               (anonymous namespace)::rcCreateSyncKHR_enc(void*, unsigned int, int*, unsigned int, int, unsigned long*, unsigned long*)
7.49%     0.07%   Chrome_InProcGp               29627  29705  /vendor/lib64/egl/libEGL_emulation.so                                                                                                                                qemu_pipe_write_fully
7.38%     0.00%   Chrome_InProcGp               29627  29705  /vendor/lib64/egl/libEGL_emulation.so                                                                                                                                qemu_pipe_write
7.35%     7.35%   Chrome_InProcGp               29627  29705  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       write
7.24%     0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a0dc10]
7.22%     0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a0d3dc]
7.17%     0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a92630]
7.15%     0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a290bc]
7.12%     0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a0d5bc]
6.60%     0.25%   com.professionballarena.game  29627  29627  [JIT app cache]                                                                                                                                                      art_jni_trampoline
6.49%     0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a1b04c]
5.62%     0.00%   Chrome_InProcGp               29627  29705  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5afa85c]
5.53%     0.02%   Chrome_InProcGp               29627  29705  /vendor/lib64/libGLESv2_enc.so                                                                                                                                       (anonymous namespace)::glBufferDataSyncAEMU_enc(void*, unsigned int, long, void const*, unsigned int)
5.48%     0.04%   com.professionballarena.game  29627  29627  [JIT app cache]                                                                                                                                                      android.os.MessageQueue.nextLegacy
5.48%     0.00%   com.professionballarena.game  29627  29627  [JIT app cache]                                                                                                                                                      android.os.MessageQueue.next
