Cmdline: /system/bin/simpleperf record --app com.professionballarena.game --add-meta-info app_type=debuggable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -e cpu-clock -f 1000 -g --duration 32
Arch: arm64
Event: cpu-clock (type 1, config 0)
Samples: 5620
Event count: 5620000000

Children,Self,Command,Pid,Tid,Shared Object,Symbol,AccEventCount,SelfEventCount,EventName
0.12%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a42408],7000000,0,cpu-clock
0.12%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a4904c],7000000,0,cpu-clock
0.12%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a92250],7000000,0,cpu-clock
0.12%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a926d8],7000000,0,cpu-clock
0.12%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a9f5a4],7000000,0,cpu-clock
0.12%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a9ff90],7000000,0,cpu-clock
0.12%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5ab2b54],7000000,0,cpu-clock
0.12%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5ab9d18],7000000,0,cpu-clock
0.12%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5b092e4],7000000,0,cpu-clock
0.12%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5b11fb4],7000000,0,cpu-clock
0.12%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5b12150],7000000,0,cpu-clock
0.12%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5c79a64],7000000,0,cpu-clock
0.12%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+6854978],7000000,0,cpu-clock
0.12%,0.00%,Chrome_InProcGp,29627,29705,/vendor/lib64/libOpenglCodecCommon.so,gfxstream::guest::GLSharedGroup::getAttribValidationInfo(unsigned int),7000000,0,cpu-clock
0.12%,0.00%,Profile Saver,29627,29647,/apex/com.android.art/lib64/libart.so,"art::ProfileSaver::ProcessProfilingInfo(bool, unsigned short*)",7000000,0,cpu-clock
0.12%,0.00%,RenderThread,29627,29652,/apex/com.android.runtime/lib64/bionic/libc.so,"__futex_wait_ex(void volatile*, bool, int, bool, timespec const*)",7000000,0,cpu-clock
0.12%,0.00%,RenderThread,29627,29652,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2941b28],7000000,0,cpu-clock
0.12%,0.00%,RenderThread,29627,29652,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5cd1808],7000000,0,cpu-clock
0.12%,0.00%,RenderThread,29627,29652,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+685f110],7000000,0,cpu-clock
0.12%,0.00%,RenderThread,29627,29652,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+69492d4],7000000,0,cpu-clock
0.12%,0.00%,RenderThread,29627,29652,/system/lib64/libgui.so,"android::Surface::performInternal(ANativeWindow*, int, std::__va_list)",7000000,0,cpu-clock
0.12%,0.00%,RenderThread,29627,29652,/system/lib64/libnativewindow.so,ANativeWindow_getWidth,7000000,0,cpu-clock
0.12%,0.00%,RenderThread,29627,29652,/system/lib64/libutils.so,"android::Looper::pollOnce(int, int*, int*, void**)",7000000,0,cpu-clock
0.12%,0.00%,VizWebView,29627,29698,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+293148c],7000000,0,cpu-clock
0.12%,0.00%,VizWebView,29627,29698,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+293dde4],7000000,0,cpu-clock
0.12%,0.00%,VizWebView,29627,29698,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+293e8c8],7000000,0,cpu-clock
0.12%,0.00%,VizWebView,29627,29698,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+293ee84],7000000,0,cpu-clock
0.12%,0.00%,VizWebView,29627,29698,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2c8e71c],7000000,0,cpu-clock
0.12%,0.00%,VizWebView,29627,29698,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+35088c4],7000000,0,cpu-clock
0.12%,0.00%,VizWebView,29627,29698,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+350892c],7000000,0,cpu-clock
0.12%,0.00%,VizWebView,29627,29698,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5000940],7000000,0,cpu-clock
0.12%,0.00%,VizWebView,29627,29698,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5f50910],7000000,0,cpu-clock
0.12%,0.00%,VizWebView,29627,29698,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+6922ccc],7000000,0,cpu-clock
0.12%,0.00%,VizWebView,29627,29698,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+694bc90],7000000,0,cpu-clock
0.12%,0.00%,VizWebView,29627,29698,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+6994668],7000000,0,cpu-clock
0.12%,0.00%,VizWebView,29627,29698,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+69946ec],7000000,0,cpu-clock
0.12%,0.00%,binder:29627_4,29627,29729,/apex/com.android.runtime/lib64/bionic/libc.so,__pthread_start(void*) (.__uniq.67847048707805468364044055584648682506),7000000,0,cpu-clock
0.12%,0.00%,binder:29627_4,29627,29729,/apex/com.android.runtime/lib64/bionic/libc.so,__start_thread,7000000,0,cpu-clock
0.12%,0.00%,binder:29627_4,29627,29729,/system/lib64/libgui.so,android::AsyncWorker::run(),7000000,0,cpu-clock
0.12%,0.00%,binder:29627_4,29627,29729,/system/lib64/libgui.so,"void* std::__1::__thread_proxy[abi:nn210000]<std::__1::tuple<std::__1::unique_ptr<std::__1::__thread_struct, std::__1::default_delete<std::__1::__thread_struct>>, void (android::AsyncWorker::*)(), android::AsyncWorker*>>(void*)",7000000,0,cpu-clock
0.12%,0.00%,binder:29627_6,29627,29731,/system/lib64/libgui.so,android::SurfaceStats::readFromParcel(android::Parcel const*),7000000,0,cpu-clock
0.12%,0.00%,binder:29627_7,29627,29732,/apex/com.android.runtime/lib64/bionic/libc.so,ioctl,7000000,0,cpu-clock
0.12%,0.00%,binder:29627_8,29627,29776,/apex/com.android.runtime/lib64/bionic/libc.so,ioctl,7000000,0,cpu-clock
0.12%,0.00%,binder:29627_8,29627,29776,/system/lib64/libbinder.so,android::IPCThreadState::talkWithDriver(bool),7000000,0,cpu-clock
0.12%,0.00%,binder:29627_8,29627,29776,/system/lib64/libgui.so,"android::BLASTBufferQueue::makeReleaseBufferCallbackThunk()::$_0::operator()(android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>) const (.__uniq.45450631312074835429881721991590974130)",7000000,0,cpu-clock
0.12%,0.00%,com.professionballarena.game,29627,29627,/data/app/~~ABWUa18eiv0VhCeBoOzDVQ==/com.google.android.webview-pvxyRRLoCetnZts5pBHk5A==/WebViewGoogle.apk,com.android.webview.chromium.N.j,7000000,0,cpu-clock
0.12%,0.00%,com.professionballarena.game,29627,29627,/data/app/~~ABWUa18eiv0VhCeBoOzDVQ==/com.google.android.webview-pvxyRRLoCetnZts5pBHk5A==/WebViewGoogle.apk,org.chromium.base.TraceEvent.a,7000000,0,cpu-clock
0.12%,0.00%,com.professionballarena.game,29627,29627,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2a31398],7000000,0,cpu-clock
0.12%,0.00%,com.professionballarena.game,29627,29627,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+3c6b914],7000000,0,cpu-clock
0.12%,0.00%,com.professionballarena.game,29627,29627,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+3c6c228],7000000,0,cpu-clock
0.12%,0.00%,com.professionballarena.game,29627,29627,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+502ee94],7000000,0,cpu-clock
0.12%,0.00%,com.professionballarena.game,29627,29627,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+502fc64],7000000,0,cpu-clock
0.12%,0.00%,com.professionballarena.game,29627,29627,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5301114],7000000,0,cpu-clock
0.12%,0.00%,com.professionballarena.game,29627,29627,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+53050a0],7000000,0,cpu-clock
0.12%,0.00%,com.professionballarena.game,29627,29627,[JIT app cache],java.lang.AbstractStringBuilder.putStringAt,7000000,0,cpu-clock
0.11%,0.11%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+28c957c],6000000,6000000,cpu-clock
0.11%,0.11%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2c967bc],6000000,6000000,cpu-clock
0.11%,0.11%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+50c00b0],6000000,6000000,cpu-clock
0.11%,0.11%,Chrome_InProcGp,29627,29705,/vendor/lib64/libGLESv2_enc.so,@plt,6000000,6000000,cpu-clock
0.11%,0.11%,binder:29627_9,29627,29777,/apex/com.android.runtime/lib64/bionic/libc.so,__ioctl,6000000,6000000,cpu-clock
0.11%,0.11%,com.professionballarena.game,29627,29627,/apex/com.android.runtime/lib64/bionic/libc.so,read,6000000,6000000,cpu-clock
0.11%,0.09%,RenderThread,29627,29652,/system/lib64/libbinder.so,android::Parcel::writeInt32(int),6000000,5000000,cpu-clock
0.11%,0.09%,com.professionballarena.game,29627,29627,/apex/com.android.art/lib64/libart.so,"art::(anonymous namespace)::CheckMethodArguments(art::JavaVMExt*, art::ArtMethod*, unsigned int*) (.__uniq.245181933781456475607640333933569312899.llvm.16831291555498695779)",6000000,5000000,cpu-clock
0.11%,0.07%,com.professionballarena.game,29627,29627,/apex/com.android.art/lib64/libart.so,"art::(anonymous namespace)::CheckJII::GetEnv(_JavaVM*, void**, int) (.__uniq.99033978352804627313491551960229047428.llvm.14895045140914427511)",6000000,4000000,cpu-clock
0.11%,0.05%,RenderThread,29627,29652,/system/lib64/libhwui.so,skgpu::ganesh::OpsTask::gatherProxyIntervals(GrResourceAllocator*) const,6000000,3000000,cpu-clock
0.11%,0.05%,com.professionballarena.game,29627,29627,/apex/com.android.art/lib64/libart.so,"art::(anonymous namespace)::ScopedCheck::CheckVarArgs(art::ScopedObjectAccess&, art::(anonymous namespace)::VarArgs const*) (.__uniq.99033978352804627313491551960229047428)",6000000,3000000,cpu-clock
0.11%,0.04%,Chrome_InProcGp,29627,29705,/vendor/lib64/libOpenglCodecCommon.so,gfxstream::guest::GLSharedGroup::getBufferData(unsigned int),6000000,2000000,cpu-clock
0.11%,0.04%,Chrome_InProcGp,29627,29705,/vendor/lib64/libOpenglCodecCommon.so,gfxstream::guest::ProgramData::compileAttribValidationInfo(bool*) const,6000000,2000000,cpu-clock
0.11%,0.04%,RenderThread,29627,29652,/system/lib64/libhwui.so,"GrGLRenderTarget::MakeWrapped(GrGLGpu*, SkISize const&, GrGLFormat, int, GrGLRenderTarget::IDs const&, int, skgpu::Protected, std::__1::basic_string_view<char, std::__1::char_traits<char>>)",6000000,2000000,cpu-clock
0.11%,0.04%,com.professionballarena.game,29627,29627,[JIT app cache],android.os.Looper.myLooper,6000000,2000000,cpu-clock
0.11%,0.04%,com.professionballarena.game,29627,29627,[JIT app cache],android.view.Choreographer.updateBufferStuffingState,6000000,2000000,cpu-clock
0.11%,0.04%,com.professionballarena.game,29627,29627,[JIT app cache],java.util.ArrayList.toArray,6000000,2000000,cpu-clock
0.11%,0.04%,com.professionballarena.game,29627,29627,[JIT app cache],java.util.Arrays.copyOf,6000000,2000000,cpu-clock
0.11%,0.02%,Chrome_InProcGp,29627,29705,/apex/com.android.runtime/lib64/bionic/libc.so,scudo_malloc,6000000,1000000,cpu-clock
0.11%,0.02%,Chrome_InProcGp,29627,29705,/vendor/lib64/libGLESv2_enc.so,"GL2Encoder::s_glBufferSubData(void*, unsigned int, long, long, void const*)",6000000,1000000,cpu-clock
0.11%,0.02%,binder:29627_6,29627,29731,/system/lib64/libgui.so,"android::BufferQueueConsumer::releaseBuffer(int, unsigned long, android::sp<android::Fence> const&, void*, void*)",6000000,1000000,cpu-clock
0.11%,0.02%,binder:29627_9,29627,29777,/system/lib64/libgui.so,"android::BLASTBufferQueue::transactionCallback(long, android::sp<android::Fence> const&, std::__1::vector<android::SurfaceControlStats, std::__1::allocator<android::SurfaceControlStats>> const&)",6000000,1000000,cpu-clock
0.11%,0.02%,com.professionballarena.game,29627,29627,/apex/com.android.art/lib64/libart.so,"art::(anonymous namespace)::ScopedCheck::CheckFieldAccess(art::ScopedObjectAccess&, _jobject*, _jfieldID*, bool, art::Primitive::Type) (.__uniq.99033978352804627313491551960229047428)",6000000,1000000,cpu-clock
0.11%,0.02%,com.professionballarena.game,29627,29627,/apex/com.android.art/lib64/libart.so,art::Mutex::ExclusiveUnlock(art::Thread*),6000000,1000000,cpu-clock
0.11%,0.00%,Chrome_ChildIOT,29627,29706,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+53050a0],6000000,0,cpu-clock
0.11%,0.00%,Chrome_IOThread,29627,29680,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2aab298],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/apex/com.android.runtime/lib64/bionic/libc.so,malloc,6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2c68268],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2c87934],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2c92ed4],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+4fefd9c],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5027bc4],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+596c49c],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5979d38],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+59ff168],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a0022c],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a1afb0],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a208b0],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a293f4],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a297ec],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a2a488],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a2ba48],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a4a660],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a91aa4],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a91bc4],6000000,0,cpu-clock
0.11%,0.00%,Chrome_InProcGp,29627,29705,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5aa0134],6000000,0,cpu-clock
