Cmdline: /system/bin/simpleperf record --app com.professionballarena.game --add-meta-info app_type=debuggable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -e cpu-clock -f 4000 -g --duration 32
Arch: arm64
Event: cpu-clock (type 1, config 0)
Samples: 34358
Event count: 8589500000

Children,Self,Command,Pid,Tid,Shared Object,Symbol,AccEventCount,SelfEventCount,EventName
0.02%,0.02%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+50c0c8c],1750000,1750000,cpu-clock
0.02%,0.02%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+50c6dd0],1750000,1750000,cpu-clock
0.02%,0.02%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+50cdc58],1750000,1750000,cpu-clock
0.02%,0.02%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5979e84],1750000,1750000,cpu-clock
0.02%,0.02%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a75cb4],1750000,1750000,cpu-clock
0.02%,0.02%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a87690],1750000,1750000,cpu-clock
0.02%,0.02%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a9c540],1750000,1750000,cpu-clock
0.02%,0.02%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5aef7e0],1750000,1750000,cpu-clock
0.02%,0.02%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5af8a38],1750000,1750000,cpu-clock
0.02%,0.02%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5c798f8],1750000,1750000,cpu-clock
0.02%,0.02%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5c8c55c],1750000,1750000,cpu-clock
0.02%,0.02%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+684e044],1750000,1750000,cpu-clock
0.02%,0.02%,Chrome_InProcGp,27744,27829,/system/lib64/libEGL.so,android::eglGetCurrentSurfaceImpl(int),1750000,1750000,cpu-clock
0.02%,0.02%,Chrome_InProcGp,27744,27829,/vendor/lib64/libOpenglCodecCommon.so,"gfxstream::guest::GLClientState::getVBOUsage(bool*, bool*)",1750000,1750000,cpu-clock
0.02%,0.02%,RenderThread,27744,27777,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2886aa4],1750000,1750000,cpu-clock
0.02%,0.02%,RenderThread,27744,27777,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+50328ac],1750000,1750000,cpu-clock
0.02%,0.02%,RenderThread,27744,27777,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+53d2088],1750000,1750000,cpu-clock
0.02%,0.02%,RenderThread,27744,27777,/system/lib64/libGLESv2.so,glBindBuffer,1750000,1750000,cpu-clock
0.02%,0.02%,RenderThread,27744,27777,/system/lib64/libhwui.so,"GrGLCaps::onAreColorTypeAndFormatCompatible(GrColorType, GrBackendFormat const&) const",1750000,1750000,cpu-clock
0.02%,0.02%,RenderThread,27744,27777,/system/lib64/libhwui.so,GrGLFunction<unsigned int ()>::GrGLFunction(unsigned int (*)())::'lambda'(void const*)::__invoke(void const*),1750000,1750000,cpu-clock
0.02%,0.02%,RenderThread,27744,27777,/system/lib64/libhwui.so,SkExecutor::~SkExecutor(),1750000,1750000,cpu-clock
0.02%,0.02%,RenderThread,27744,27777,/vendor/lib64/libOpenglCodecCommon.so,@plt,1750000,1750000,cpu-clock
0.02%,0.02%,VizWebView,27744,27823,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+4ff5f94],1750000,1750000,cpu-clock
0.02%,0.02%,binder:27744_7,27744,27894,/apex/com.android.runtime/lib64/bionic/libc.so,syscall,1750000,1750000,cpu-clock
0.02%,0.02%,binder:27744_9,27744,28469,/apex/com.android.runtime/lib64/bionic/libc.so,write,1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,/apex/com.android.art/lib64/libart.so,"art::System_arraycopy(_JNIEnv*, _jclass*, _jobject*, int, _jobject*, int, int) (.__uniq.110717464938643750821353004938495288567)",1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,/apex/com.android.art/lib64/libart.so,"art::mirror::Object* art::gc::Heap::AllocObjectWithAllocator<true, true, art::mirror::SetStringCountAndBytesVisitor>(art::Thread*, art::ObjPtr<art::mirror::Class>, unsigned long, art::gc::AllocatorType, art::mirror::SetStringCountAndBytesVisitor const&)",1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2a2acf0],1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2a99878],1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+36cc230],1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+3c6b844],1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+3db7f14],1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+4cff090],1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+4fed954],1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+50009b0],1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5001378],1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+50bffe4],1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,/system/lib64/libutils.so,android::RefBase::incStrong(void const*) const,1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,[JIT app cache],android.graphics.FrameInfo.setVsync,1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,[JIT app cache],android.graphics.Rect.set,1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,[JIT app cache],android.os.Message.onClear,1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,[JIT app cache],java.lang.Enum.ordinal,1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,[JIT app cache],java.lang.Long.getChars,1750000,1750000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,[JIT app cache],java.lang.Object.getClass,1750000,1750000,cpu-clock
0.02%,0.02%,GPU completion,27744,28627,/apex/com.android.runtime/lib64/bionic/libc.so,__vfprintf,1750000,1500000,cpu-clock
0.02%,0.02%,Jit thread pool,27744,27751,/apex/com.android.art/lib64/libartbase.so,"art::metrics::MetricsCounter<(art::metrics::DatumId)0, unsigned long>::Add(unsigned long)",1750000,1500000,cpu-clock
0.02%,0.02%,com.professionballarena.game,27744,27744,/apex/com.android.art/lib64/libart.so,"art::JNIEnvExt::GetEnvHandler(art::JavaVMExt*, void**, int)",1750000,1500000,cpu-clock
0.02%,0.01%,Chrome_InProcGp,27744,27829,/vendor/lib64/libOpenglCodecCommon.so,gfxstream::guest::GLSharedGroup::isShaderOrProgramObject(unsigned int),1750000,1250000,cpu-clock
0.02%,0.01%,binder:27744_4,27744,27765,/apex/com.android.runtime/lib64/bionic/libc.so,__vfprintf,1750000,1250000,cpu-clock
0.02%,0.01%,com.professionballarena.game,27744,27744,/apex/com.android.runtime/lib64/bionic/libc.so,"scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::allocate(unsigned long, scudo::Chunk::Origin, unsigned long, bool)",1750000,1250000,cpu-clock
0.02%,0.01%,com.professionballarena.game,27744,27744,[JIT app cache],android.graphics.FrameInfo.markPerformTraversalsStart,1750000,1250000,cpu-clock
0.02%,0.01%,Chrome_InProcGp,27744,27829,/system/lib64/libEGL.so,android::egl_tls_t::getError(),1750000,1000000,cpu-clock
0.02%,0.01%,Chrome_InProcGp,27744,27829,/vendor/lib64/egl/libGLESv2_emulation.so,glFlush,1750000,1000000,cpu-clock
0.02%,0.01%,Chrome_InProcGp,27744,27829,/vendor/lib64/libGLESv2_enc.so,"(anonymous namespace)::glBindBuffer_enc(void*, unsigned int, unsigned int)",1750000,1000000,cpu-clock
0.02%,0.01%,RenderThread,27744,27777,/system/lib64/libbinder.so,android::Parcel::writeInplace(unsigned long),1750000,1000000,cpu-clock
0.02%,0.01%,com.professionballarena.game,27744,27744,/apex/com.android.art/lib64/libart.so,artResolveStringFromCode,1750000,1000000,cpu-clock
0.02%,0.01%,com.professionballarena.game,27744,27744,/apex/com.android.runtime/lib64/bionic/libc.so,__strlen_chk,1750000,1000000,cpu-clock
0.02%,0.01%,Chrome_IOThread,27744,27803,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+3db8ff4],1750000,750000,cpu-clock
0.02%,0.01%,Chrome_InProcGp,27744,27829,/apex/com.android.runtime/lib64/bionic/libc.so,gettimeofday,1750000,750000,cpu-clock
0.02%,0.01%,Chrome_InProcGp,27744,27829,/system/lib64/libEGL.so,eglGetCurrentDisplay,1750000,750000,cpu-clock
0.02%,0.01%,Chrome_InProcGp,27744,27829,/vendor/lib64/libGLESv2_enc.so,"GL2Encoder::s_glDisable(void*, unsigned int)",1750000,750000,cpu-clock
0.02%,0.01%,Chrome_InProcGp,27744,27829,/vendor/lib64/libGLESv2_enc.so,"GL2Encoder::s_glEnableVertexAttribArray(void*, unsigned int)",1750000,750000,cpu-clock
0.02%,0.01%,Chrome_InProcGp,27744,27829,/vendor/lib64/libGLESv2_enc.so,GL2Encoder::s_glFlush(void*),1750000,750000,cpu-clock
0.02%,0.01%,RenderThread,27744,27777,/apex/com.android.runtime/lib64/bionic/libc.so,android_fdsan_exchange_owner_tag,1750000,750000,cpu-clock
0.02%,0.01%,RenderThread,27744,27777,/vendor/lib64/libGLESv2_enc.so,"GL2Encoder::s_glPixelStorei(void*, unsigned int, int)",1750000,750000,cpu-clock
0.02%,0.01%,binder:27744_9,27744,28469,/system/lib64/libgui.so,android::SurfaceStats::readFromParcel(android::Parcel const*),1750000,750000,cpu-clock
0.02%,0.01%,com.professionballarena.game,27744,27744,[JIT app cache],android.view.ViewRootImpl.setPreferredFrameRateCategory,1750000,750000,cpu-clock
0.02%,0.01%,Chrome_IOThread,27744,27803,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5099068],1750000,500000,cpu-clock
0.02%,0.01%,Jit thread pool,27744,27751,/apex/com.android.art/lib64/libart.so,art::CumulativeLogger::AddLogger(art::TimingLogger const&),1750000,500000,cpu-clock
0.02%,0.01%,RenderThread,27744,27777,/system/lib64/libbinder.so,android::Parcel::writeInt64(long),1750000,500000,cpu-clock
0.02%,0.01%,RenderThread,27744,27777,/system/lib64/libgui.so,"android::FrameEventsDelta::FrameEventsDelta(unsigned long, android::FrameEvents const&, android::FrameEventDirtyFields const&)",1750000,500000,cpu-clock
0.02%,0.01%,RenderThread,27744,27777,/system/lib64/libhwui.so,"GrGLGpu::flushClearColor(std::__1::array<float, 4ul>)",1750000,500000,cpu-clock
0.02%,0.01%,RenderThread,27744,27777,/system/lib64/libhwui.so,"android::uirenderer::skiapipeline::ATraceMemoryDump::dumpNumericValue(char const*, char const*, char const*, unsigned long)",1750000,500000,cpu-clock
0.02%,0.01%,RenderThread,27744,27777,/vendor/lib64/egl/libGLESv2_emulation.so,glBindBuffer,1750000,500000,cpu-clock
0.02%,0.01%,binder:27744_3,27744,27764,/apex/com.android.runtime/lib64/bionic/libc.so,pthread_cond_signal,1750000,500000,cpu-clock
0.02%,0.01%,com.professionballarena.game,27744,27744,/apex/com.android.art/lib64/libart.so,"art::String_fillBytesLatin1(_JNIEnv*, _jobject*, _jbyteArray*, int) (.__uniq.211321754789976184382062795672362477106)",1750000,500000,cpu-clock
0.02%,0.01%,com.professionballarena.game,27744,27744,[JIT app cache],android.view.DisplayEventReceiver$VsyncEventData.copyFrom,1750000,500000,cpu-clock
0.02%,0.01%,com.professionballarena.game,27744,27744,[JIT app cache],android.view.View.getZ,1750000,500000,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a2ba40],1750000,250000,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/vendor/lib64/libGLESv2_enc.so,"GL2Encoder::s_glDisableVertexAttribArray(void*, unsigned int)",1750000,250000,cpu-clock
0.02%,0.00%,Firebase Blocki,27744,27878,/apex/com.android.art/lib64/libart.so,"art::(anonymous namespace)::ScopedCheck::Check(art::ScopedObjectAccess&, bool, char const*, art::(anonymous namespace)::JniValueType*) (.__uniq.99033978352804627313491551960229047428)",1750000,250000,cpu-clock
0.02%,0.00%,Profile Saver,27744,27768,/apex/com.android.runtime/lib64/bionic/libc.so,malloc,1750000,250000,cpu-clock
0.02%,0.00%,RenderThread,27744,27777,/system/lib64/libhwui.so,SkCanvas::init(sk_sp<SkDevice>),1750000,250000,cpu-clock
0.02%,0.00%,RenderThread,27744,27777,/system/lib64/libui.so,"android::base::unique_fd_impl<android::base::DefaultCloser>::reset(int, void*)",1750000,250000,cpu-clock
0.02%,0.00%,binder:27744_4,27744,27765,/system/lib64/libgui.so,android::ListenerStats::readFromParcel(android::Parcel const*),1750000,250000,cpu-clock
0.02%,0.00%,binder:27744_6,27744,27869,/apex/com.android.art/lib64/libart.so,"art::JValue art::InvokeVirtualOrInterfaceWithVarArgs<_jmethodID*>(art::ScopedObjectAccessAlreadyRunnable const&, _jobject*, _jmethodID*, std::__va_list)",1750000,250000,cpu-clock
0.02%,0.00%,com.professionballarena.game,27744,27744,/apex/com.android.art/lib64/libart.so,art_quick_unlock_object_no_inline,1750000,250000,cpu-clock
0.02%,0.00%,com.professionballarena.game,27744,27744,/apex/com.android.art/lib64/libc++.so,operator new(unsigned long),1750000,250000,cpu-clock
0.02%,0.00%,com.professionballarena.game,27744,27744,[JIT app cache],java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.signal,1750000,250000,cpu-clock
0.02%,0.00%,com.professionballarena.game,27744,27744,[JIT app cache],java.util.concurrent.locks.ReentrantLock.unlock,1750000,250000,cpu-clock
0.02%,0.00%,pool-19-thread-,27744,28198,/apex/com.android.art/lib64/libart.so,"art::Thread_setNiceness0(_JNIEnv*, _jobject*, int) (.__uniq.300150332875289415499171563183413458937)",1750000,250000,cpu-clock
0.02%,0.00%,pool-19-thread-,27744,28198,[JIT app cache],org.json.JSONObject.opt,1750000,250000,cpu-clock
0.02%,0.00%,AdWorker(Active,27744,28353,[JIT app cache],org.json.JSONArray.writeTo,1750000,0,cpu-clock
0.02%,0.00%,AdWorker(Active,27744,28353,dexfile_in_memory_pid_27744_addr_0x76f975e000-0x76f9fff0e4,com.google.android.gms.internal.ads.zzbro.zzs,1750000,0,cpu-clock
0.02%,0.00%,Chrome_IOThread,27744,27803,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2a2dd3c],1750000,0,cpu-clock
0.02%,0.00%,Chrome_IOThread,27744,27803,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2a32664],1750000,0,cpu-clock
0.02%,0.00%,Chrome_IOThread,27744,27803,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2a99914],1750000,0,cpu-clock
0.02%,0.00%,Chrome_IOThread,27744,27803,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5033a74],1750000,0,cpu-clock
0.02%,0.00%,Chrome_IOThread,27744,27803,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5057720],1750000,0,cpu-clock
0.02%,0.00%,Chrome_IOThread,27744,27803,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+530f8f8],1750000,0,cpu-clock
0.02%,0.00%,Chrome_IOThread,27744,27803,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5c8de6c],1750000,0,cpu-clock
0.02%,0.00%,Chrome_IOThread,27744,27803,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5c8dee8],1750000,0,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2c87c8c],1750000,0,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2c97c78],1750000,0,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+2d94b70],1750000,0,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+502ff58],1750000,0,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+503efc4],1750000,0,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5040090],1750000,0,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a2c0ac],1750000,0,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a49da0],1750000,0,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a59e60],1750000,0,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5a82ce0],1750000,0,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5ae99b4],1750000,0,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5aef2d0],1750000,0,cpu-clock
0.02%,0.00%,Chrome_InProcGp,27744,27829,/data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so,libmonochrome_64.so[+5aefbec],1750000,0,cpu-clock
