Cmdline: /system/bin/simpleperf record --app com.professionballarena.game --add-meta-info app_type=debuggable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -e cpu-clock -f 4000 -g --duration 32
Arch: arm64
Event: cpu-clock (type 1, config 0)
Samples: 34358
Event count: 8589500000

Overhead  Command                       Pid    Tid    Shared Object                                                                                                                                                        Symbol
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+6823f78]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+6859bd4]
0.01%     Chrome_InProcGp               27744  27829  /vendor/lib64/egl/libGLESv2_emulation.so                                                                                                                             @plt
0.01%     Chrome_InProcGp               27744  27829  /vendor/lib64/libGLESv2_enc.so                                                                                                                                       GL2Encoder::updateHostTexture2DBindingsFromProgramData(unsigned int)
0.01%     Chrome_InProcGp               27744  27829  /vendor/lib64/libGLESv2_enc.so                                                                                                                                       GLESv2Validation::bufferTarget(GL2Encoder*, unsigned int)
0.01%     Chrome_InProcGp               27744  27829  /vendor/lib64/libGLESv2_enc.so                                                                                                                                       __aarch64_ldadd8_relax
0.01%     Chrome_InProcGp               27744  27829  /vendor/lib64/libOpenglCodecCommon.so                                                                                                                                gfxstream::guest::GLClientState::postDraw()
0.01%     Chrome_InProcGp               27744  27829  /vendor/lib64/libOpenglCodecCommon.so                                                                                                                                gfxstream::guest::GLClientState::removeFramebuffers(int, unsigned int const*)
0.01%     Chrome_InProcGp               27744  27829  /vendor/lib64/libOpenglCodecCommon.so                                                                                                                                gfxstream::guest::GLSharedGroup::isShaderOrProgramObject(unsigned int)
0.01%     Chrome_InProcGp               27744  27829  /vendor/lib64/libOpenglSystemCommon.so                                                                                                                               HostConnection::get()
0.01%     Firebase Blocki               27744  27878  [JIT app cache]                                                                                                                                                      art_jni_trampoline
0.01%     GPU completion                27744  28627  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __ppoll
0.01%     RenderThread                  27744  27777  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __errno
0.01%     RenderThread                  27744  27777  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __futex_wait_ex(void volatile*, bool, int, bool, timespec const*)
0.01%     RenderThread                  27744  27777  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __vsnprintf_chk
0.01%     RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  @plt
0.01%     RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28d3d6c]
0.01%     RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2cbc568]
0.01%     RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+36fc8f4]
0.01%     RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+50c6f90]
0.01%     RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+60960d0]
0.01%     RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+686dffc]
0.01%     RenderThread                  27744  27777  /system/lib64/libGLESv2.so                                                                                                                                           glGetError
0.01%     RenderThread                  27744  27777  /system/lib64/libbinder.so                                                                                                                                           android::Parcel::writeInterfaceToken(char16_t const*, unsigned long)
0.01%     RenderThread                  27744  27777  /system/lib64/libc++.so                                                                                                                                              operator new(unsigned long)
0.01%     RenderThread                  27744  27777  /system/lib64/libgui.so                                                                                                                                              __aarch64_ldadd4_relax
0.01%     RenderThread                  27744  27777  /system/lib64/libgui.so                                                                                                                                              android::BBQBufferQueueProducer::query(int, int*)
0.01%     RenderThread                  27744  27777  /system/lib64/libgui.so                                                                                                                                              android::Surface::dequeueBuffer(android::sp<android::GraphicBuffer>*, int*)
0.01%     RenderThread                  27744  27777  /system/lib64/libgui.so                                                                                                                                              android::Surface::onBufferQueuedLocked(int, android::sp<android::Fence>, android::IGraphicBufferProducer::QueueBufferOutput const&)
0.01%     RenderThread                  27744  27777  /system/lib64/libgui.so                                                                                                                                              android::TransactionCompletedListener::addCallbackFunction(std::__1::function<void (long, android::sp<android::Fence> const&, std::__1::vector<android::SurfaceControlStats, std::__1::allocator<android::SurfaceControlStats>> const&)> const&, std::__1::unordered_set<android::sp<android::SurfaceControl>, android::SurfaceComposerClient::SCHash, std::__1::equal_to<android::sp<android::SurfaceControl>>, std::__1::allocator<android::sp<android::SurfaceControl>>> const&, android::CallbackId::Type)
0.01%     RenderThread                  27744  27777  /system/lib64/libgui.so                                                                                                                                              android::gui::LayerMetadata::writeToParcel(android::Parcel*) const
0.01%     RenderThread                  27744  27777  /system/lib64/libgui.so                                                                                                                                              android::layer_state_t::write(android::Parcel&) const
0.01%     RenderThread                  27744  27777  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::$_25::__invoke(void const*, SkCanvas*, SkMatrix const&) (.__uniq.150848978645254602633048518174355561839.llvm.5283597335554652210)
0.01%     RenderThread                  27744  27777  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::renderthread::CanvasContext::notifyFramePending()
0.01%     RenderThread                  27744  27777  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::skiapipeline::SkiaPipeline::renderFrame(android::uirenderer::LayerUpdateQueue const&, SkRect const&, std::__1::vector<android::sp<android::uirenderer::RenderNode>, std::__1::allocator<android::sp<android::uirenderer::RenderNode>>> const&, bool, android::uirenderer::Rect const&, sk_sp<SkSurface>, SkMatrix const&)
0.01%     RenderThread                  27744  27777  /system/lib64/libui.so                                                                                                                                               android::Gralloc5Mapper::setDataspace(native_handle const*, android::hardware::graphics::common::V1_2::Dataspace) const
0.01%     RenderThread                  27744  27777  /system/lib64/libui.so                                                                                                                                               std::__1::deque<std::__1::weak_ptr<android::FenceTime>, std::__1::allocator<std::__1::weak_ptr<android::FenceTime>>>::push_back(std::__1::weak_ptr<android::FenceTime>&&)
0.01%     RenderThread                  27744  27777  /vendor/lib64/egl/libGLESv2_emulation.so                                                                                                                             @plt
0.01%     RenderThread                  27744  27777  /vendor/lib64/libGLESv2_enc.so                                                                                                                                       GL2Encoder::s_glDisable(void*, unsigned int)
0.01%     RenderThread                  27744  27777  /vendor/lib64/libGLESv2_enc.so                                                                                                                                       GL2Encoder::s_glGetError(void*)
0.01%     RenderThread                  27744  27777  /vendor/lib64/libOpenglSystemCommon.so                                                                                                                               gfxstream::ANativeWindowHelperAndroid::queueBuffer(ANativeWindow*, void*, int)
0.01%     RenderThread                  27744  27777  /vendor/lib64/libc++.so                                                                                                                                              operator new(unsigned long)
0.01%     VizWebView                    27744  27823  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __futex_wait_ex(void volatile*, bool, int, bool, timespec const*)
0.01%     VizWebView                    27744  27823  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28d4330]
0.01%     VizWebView                    27744  27823  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28d43ec]
0.01%     VizWebView                    27744  27823  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+502ead4]
0.01%     VizWebView                    27744  27823  [vdso]                                                                                                                                                               __kernel_clock_gettime
0.01%     binder:27744_1                27744  27855  /system/lib64/libgui.so                                                                                                                                              std::__1::__function::__func<android::AsyncProducerListener::onBufferReleased()::'lambda'(), std::__1::allocator<android::AsyncProducerListener::onBufferReleased()::'lambda'()>, void ()>::__clone() const
0.01%     binder:27744_3                27744  27764  /apex/com.android.art/lib64/libart.so                                                                                                                                art::(anonymous namespace)::ScopedCheck::Check(art::ScopedObjectAccess&, bool, char const*, art::(anonymous namespace)::JniValueType*) (.__uniq.99033978352804627313491551960229047428)
0.01%     binder:27744_3                27744  27764  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       syscall
0.01%     binder:27744_4                27744  27765  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __vfprintf
0.01%     binder:27744_6                27744  27869  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __close
0.01%     binder:27744_6                27744  27869  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       syscall
0.01%     binder:27744_7                27744  27894  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __fcntl
0.01%     binder:27744_7                27744  27894  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __ppoll
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.art/lib64/libart.so                                                                                                                                __aarch64_cas4_acq
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.art/lib64/libart.so                                                                                                                                art::(anonymous namespace)::CheckJNI::GetObjectArrayElement(_JNIEnv*, _jobjectArray*, int) (.__uniq.99033978352804627313491551960229047428.llvm.14895045140914427511)
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.art/lib64/libart.so                                                                                                                                art::ArtMethod::GetShorty(unsigned int*)
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.art/lib64/libart.so                                                                                                                                art::JNI<true>::GetStringLength(_JNIEnv*, _jstring*)
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.art/lib64/libart.so                                                                                                                                art::JniTransitionReferenceVisitor<true>::VisitFrame()
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.art/lib64/libart.so                                                                                                                                art::interpreter::EnterInterpreterFromEntryPoint(art::Thread*, art::CodeItemDataAccessor const&, art::ShadowFrame*)
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.art/lib64/libart.so                                                                                                                                art::interpreter::GetFieldInfo(art::Thread*, art::ShadowFrame&, unsigned short const*, bool, bool, art::ArtField**, bool*, art::MemberOffset*) (.__uniq.113072803961313432437294106468273961305)
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.art/lib64/libart.so                                                                                                                                art::jni::LocalReferenceTable::IsValidReference(void*, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>*) const
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.art/lib64/libart.so                                                                                                                                artUnlockObjectFromCode
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.art/lib64/libart.so                                                                                                                                art_quick_alloc_string_object_tlab
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __aarch64_cas2_acq
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __memset_chk
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __vsnprintf_chk
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __write_chk
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       madvise
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       pthread_mutex_trylock
0.01%     com.professionballarena.game  27744  27744  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::allocate(unsigned long, scudo::Chunk::Origin, unsigned long, bool)
0.01%     com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28d3de4]
0.01%     com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2926d10]
0.01%     com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2a98c30]
0.01%     com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2aac520]
0.01%     com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2b31f74]
0.01%     com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+3686940]
0.01%     com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+3d8536c]
0.01%     com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+42c8bb8]
0.01%     com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+69acd4c]
0.01%     com.professionballarena.game  27744  27744  /system/lib64/libandroid_runtime.so                                                                                                                                  android::android_os_Trace_nativeIsTagEnabled(long)
0.01%     com.professionballarena.game  27744  27744  /system/lib64/libc++.so                                                                                                                                              std::__1::mutex::lock()
0.01%     com.professionballarena.game  27744  27744  /system/lib64/libhwui.so                                                                                                                                             android::uirenderer::skiapipeline::SkiaRecordingCanvas::resetRecording(int, int, android::uirenderer::RenderNode*)
0.01%     com.professionballarena.game  27744  27744  /system/lib64/libtracing_perfetto.so                                                                                                                                 tracing_perfetto::internal::toPerfettoCategory(unsigned long)
0.01%     com.professionballarena.game  27744  27744  /system/lib64/libutils.so                                                                                                                                            android::VectorImpl::clear()
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.graphics.FrameInfo.markPerformTraversalsStart
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.graphics.RenderNode.hasDisplayList
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.os.Message.clear
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.os.MessageQueue.enqueueMessageLegacy
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.os.MessageQueue.next
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.Choreographer$FrameData.setInCallback
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.Choreographer.isRunningOnLooperThreadLocked
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.DisplayEventReceiver$VsyncEventData$FrameTimeline.copyFrom
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.DisplayEventReceiver.scheduleVsync
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.View.getDrawingTime
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.ViewGroup.invalidateChild
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.ViewRootImpl.shouldEnableDvrr
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.ViewTreeObserver.hasComputeInternalInsetsListeners
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.animation.AnimationUtils.unlockAnimationClock
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      com.android.internal.hidden_from_bootclasspath.android.view.flags.Flags.bufferStuffingRecovery
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      java.lang.AbstractStringBuilder.ensureCapacityInternal
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      java.lang.String.equals
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      java.util.ArrayList.isEmpty
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      java.util.Objects.checkIndex
0.01%     com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      jdk.internal.math.FloatToDecimal.<init>
0.01%     pool-19-thread-               27744  28198  [JIT app cache]                                                                                                                                                      art_jni_trampoline
0.01%     Chrome_IOThread               27744  27803  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       clock_gettime
0.01%     Chrome_IOThread               27744  27803  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       recvmsg
0.01%     Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28c23b4]
0.01%     Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28d43d8]
0.01%     Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2954894]
0.01%     Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2a2d810]
0.01%     Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2a32608]
0.01%     Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2a9db0c]
0.01%     Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2aac314]
0.01%     Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2ab57e4]
0.01%     Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2fcc2c0]
0.01%     Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+500bfe8]
0.01%     Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+503ec6c]
0.01%     Chrome_InProcGp               27744  27829  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       clock_gettime
0.01%     Chrome_InProcGp               27744  27829  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       free
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+285c730]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2862ba4]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28d3d6c]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28d43d8]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28d4404]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28d4568]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2932024]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2bb3530]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2c8ec08]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2c8fb84]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2c97b0c]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2c97b38]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2c97b4c]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2cbfdec]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2cc9dd4]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2cc9de8]
0.01%     Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2ce7628]
