Cmdline: /system/bin/simpleperf record --app com.professionballarena.game --add-meta-info app_type=debuggable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -e cpu-clock -f 4000 -g --duration 32
Arch: arm64
Event: cpu-clock (type 1, config 0)
Samples: 34358
Event count: 8589500000

Children  Self    Command                       Pid    Tid    Shared Object                                                                                                                                                        Symbol
1.90%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a29680]
1.89%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a0d18c]
1.89%     1.89%   RenderThread                  27744  27777  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       write
1.83%     0.01%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.View.draw
1.80%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a49fa4]
1.79%     0.02%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.Choreographer.postCallbackDelayedInternal
1.78%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a0dc10]
1.77%     0.01%   RenderThread                  27744  27777  /system/lib64/libgui.so                                                                                                                                              android::ConsumerBase::onFrameAvailable(android::BufferItem const&)
1.77%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2aa65f0]
1.77%     0.00%   RenderThread                  27744  27777  /system/lib64/libgui.so                                                                                                                                              android::BufferQueue::ProxyConsumerListener::onFrameAvailable(android::BufferItem const&)
1.77%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a0d3dc]
1.76%     0.01%   RenderThread                  27744  27777  /system/lib64/libgui.so                                                                                                                                              android::BLASTBufferQueue::onFrameAvailable(android::BufferItem const&)
1.74%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a86aac]
1.74%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+503f0b8]
1.73%     0.06%   RenderThread                  27744  27777  /system/lib64/libgui.so                                                                                                                                              android::BLASTBufferQueue::acquireNextBufferLocked(std::__1::optional<android::SurfaceComposerClient::Transaction*>)
1.72%     0.01%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.webkit.WebView.onDraw
1.72%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a0d5bc]
1.71%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+29276dc]
1.71%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2aa6d5c]
1.71%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+29273f4]
1.71%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+4fd9ba8]
1.70%     0.01%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      com.android.webview.chromium.WebViewChromium.onDraw
1.69%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28c4130]
1.68%     0.02%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.Choreographer.scheduleFrameLocked
1.67%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+502a298]
1.67%     0.00%   com.professionballarena.game  27744  27744  /system/lib64/libandroid_runtime.so                                                                                                                                  _JNIEnv::CallVoidMethod(_jobject*, _jmethodID*, ...)
1.64%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+68494ec]
1.60%     0.02%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      WV.R6.onDraw
1.59%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5c6e408]
1.55%     0.01%   RenderThread                  27744  27777  /vendor/lib64/egl/libEGL_emulation.so                                                                                                                                qemu_pipe_write_fully
1.53%     0.00%   RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+6953250]
1.53%     0.01%   RenderThread                  27744  27777  /vendor/lib64/egl/libEGL_emulation.so                                                                                                                                qemu_pipe_write
1.53%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2ab00c0]
1.53%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2ab5754]
1.53%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2ab57cc]
1.51%     0.00%   RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+6950d90]
1.49%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+3db94c4]
1.48%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2a2d558]
1.48%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+3db7f8c]
1.46%     0.00%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.Choreographer.scheduleVsyncLocked
1.46%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2a2cfb0]
1.46%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2a2d6e0]
1.45%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+3db7c18]
1.44%     0.00%   RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+6868fcc]
1.44%     0.00%   RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+6942808]
1.43%     0.00%   RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+686c1c8]
1.43%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+292a170]
1.43%     0.00%   RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+6866374]
1.41%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5311f0c]
1.39%     0.00%   RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+685e6f8]
1.39%     0.01%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.Choreographer$FrameDisplayEventReceiver.onVsync
1.39%     0.00%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.DisplayEventReceiver.dispatchVsync
1.38%     0.00%   RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+685e47c]
1.37%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5cd1a50]
1.32%     0.03%   Chrome_InProcGp               27744  27829  /vendor/lib64/egl/libEGL_emulation.so                                                                                                                                eglDestroySyncKHR
1.32%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+29276c8]
1.30%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+53021f4]
1.30%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28e4e60]
1.29%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28d5e90]
1.28%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+53089a4]
1.26%     0.01%   Chrome_InProcGp               27744  27829  /vendor/lib64/lib_renderControl_enc.so                                                                                                                               (anonymous namespace)::rcDestroySyncKHR_enc(void*, unsigned long)
1.26%     0.00%   RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a1b010]
1.26%     0.00%   RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a29680]
1.26%     0.09%   RenderThread                  27744  27777  /system/lib64/libgui.so                                                                                                                                              android::SurfaceComposerClient::Transaction::apply(bool, bool)
1.26%     0.00%   RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a0d18c]
1.25%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+52ff0e0]
1.24%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5b187f8]
1.24%     0.00%   Chrome_InProcGp               27744  27829  /vendor/lib64/libGLESv2_enc.so                                                                                                                                       (anonymous namespace)::glCreateProgram_enc(void*)
1.24%     0.00%   Chrome_InProcGp               27744  27829  /vendor/lib64/libGLESv2_enc.so                                                                                                                                       GL2Encoder::s_glCreateProgram(void*)
1.21%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2a27c10]
1.20%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2a96dd8]
1.17%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5315b00]
1.16%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+28fc1f0]
1.16%     1.16%   RenderThread                  27744  27777  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       __ioctl
1.16%     0.00%   RenderThread                  27744  27777  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                                       ioctl
1.15%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+52ff1f0]
1.15%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~ABWUa18eiv0VhCeBoOzDVQ==/com.google.android.webview-pvxyRRLoCetnZts5pBHk5A==/WebViewGoogle.apk                                                           org.chromium.android_webview.AwContents.postInvalidate
1.15%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+6870fcc]
1.14%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5315458]
1.14%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+3db7de0]
1.12%     0.00%   RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+685deac]
1.11%     0.01%   RenderThread                  27744  27777  /vendor/lib64/libGLESv2_enc.so                                                                                                                                       (anonymous namespace)::glGenTextures_enc(void*, int, unsigned int*)
1.11%     0.02%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.Choreographer.postFrameCallback
1.09%     0.02%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.View.invalidate
1.09%     0.00%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.Choreographer.postFrameCallbackDelayed
1.07%     0.00%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.View.invalidateInternal
1.06%     0.01%   RenderThread                  27744  27777  /system/lib64/libgui.so                                                                                                                                              android::BpSurfaceComposer::setTransactionState(android::TransactionState&&, android::sp<android::IBinder> const&)
1.06%     0.00%   com.professionballarena.game  27744  27744  dexfile_in_memory_pid_27744_addr_0x76f975e000-0x76f9fff0e4                                                                                                           com.google.android.gms.internal.ads.zzfun.run
1.06%     0.00%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      com.google.android.gms.internal.ads.zzfur.zzf
1.04%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5ab4228]
1.04%     0.49%   com.professionballarena.game  27744  27744  /apex/com.android.art/lib64/libart.so                                                                                                                                void art::StackVisitor::WalkStack<(art::StackVisitor::CountTransitions)0>(bool)
1.03%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2ab08e4]
1.02%     0.01%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.ViewGroup.invalidateChild
1.02%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2aaee54]
1.02%     0.01%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.DisplayEventReceiver.scheduleVsync
1.01%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a2de34]
1.00%     0.03%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.ViewGroup.onDescendantInvalidated
1.00%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+52ff33c]
0.98%     0.03%   com.professionballarena.game  27744  27744  /system/lib64/libandroid_runtime.so                                                                                                                                  android::nativeScheduleVsync(_JNIEnv*, _jclass*, long)
0.97%     0.01%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.ViewRootImpl.onDescendantInvalidated
0.96%     0.01%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.ViewRootImpl.invalidate
0.96%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+52fee14]
0.96%     0.00%   RenderThread                  27744  27777  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5afa85c]
0.95%     0.01%   com.professionballarena.game  27744  27744  [JIT app cache]                                                                                                                                                      android.view.ViewRootImpl.scheduleTraversals
0.95%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+6870e90]
0.94%     0.01%   com.professionballarena.game  27744  27744  /system/lib64/libgui.so                                                                                                                                              android::DisplayEventDispatcher::scheduleVsync()
0.93%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a26f24]
0.91%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+685f8c4]
0.91%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+53050c4]
0.91%     0.00%   com.professionballarena.game  27744  27744  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+2aad76c]
0.90%     0.00%   Chrome_InProcGp               27744  27829  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+5a294d0]
0.88%     0.03%   RenderThread                  27744  27777  /vendor/lib64/libGLESv2_enc.so                                                                                                                                       (anonymous namespace)::glBufferDataSyncAEMU_enc(void*, unsigned int, long, void const*, unsigned int)
0.88%     0.00%   Chrome_IOThread               27744  27803  /data/app/~~bAWld88vGZIp2gx_c16ZOQ==/com.google.android.trichromelibrary_699813532-MuApWYbTReCiok4Ut41Ccg==/TrichromeLibrary.apk!/lib/arm64-v8a/libmonochrome_64.so  libmonochrome_64.so[+53076c0]
